epoch,acc,loss,val_acc,val_loss
0,0.16036470167338848,4.141998289893655,0.0024999999441206455,7.479682903289795
1,0.4170470493330675,2.4905398068708533,0.3523999947309494,3.0885928869247437
2,0.5038705752877628,2.0798817875806024,0.5034999877214432,2.1323613595962523
3,0.5518470453514772,1.8463342506745282,0.5058999860286713,2.141519944667816
4,0.5798823413428138,1.7202545292237226,0.5505999886989593,1.9652183055877686
5,0.6005764576968025,1.624025073331945,0.5888999891281128,1.7594002342224122
6,0.6145176339149475,1.5678442668914796,0.6053999888896943,1.676638424396515
7,0.6289293979195988,1.5084348431755514,0.5772999918460846,1.757915780544281
8,0.6400235162061804,1.4559945381388946,0.6362999868392945,1.4762497329711914
9,0.6473882205346051,1.4205221608105827,0.6339999866485596,1.5303195643424987
10,0.6548235147139605,1.3946044487111708,0.6381999826431275,1.4921402740478515
11,0.6576705730662626,1.3707306852060206,0.6441999864578247,1.465664405822754
12,0.6670235142988317,1.337638604220222,0.6520999836921691,1.4211225271224976
13,0.6696352793188656,1.3313358811771168,0.6708999848365784,1.338359923362732
14,0.6756235129692976,1.3017999737402972,0.6791999864578248,1.3021872019767762
15,0.6791999840736389,1.2852764065125408,0.6841999864578248,1.2952217388153076
16,0.6806235140912673,1.2752264471615062,0.687099986076355,1.2497925901412963
17,0.6854470431103425,1.252219457065358,0.6932999813556671,1.2249310028553009
18,0.6901411616100984,1.2300344502224643,0.6958999860286713,1.2441704034805299
19,0.6953411595961627,1.2116307767699745,0.6813999879360199,1.248275376558304
20,0.694152925154742,1.2170709877855637,0.684899982213974,1.2564407432079314
21,0.6998588071149938,1.1892751993852504,0.6995999836921691,1.2128140819072724
22,0.7013529234773972,1.1836375430051018,0.7056999838352204,1.177974659204483
23,0.7042470414498273,1.1783914707688725,0.7061999809741973,1.1751002287864685
24,0.7046235132217408,1.1708908815944896,0.7129999792575836,1.1270406210422517
25,0.7079882181391997,1.157488965286928,0.7079999804496765,1.1707938289642335
26,0.7113999822560478,1.1470123321869794,0.7135999834537506,1.1306766712665557
27,0.7121058653382694,1.1380103360905367,0.702799985408783,1.1950934624671936
28,0.712447041202994,1.139817010795369,0.7130999827384948,1.1473224365711212
29,0.7148941011989818,1.1295988346548642,0.7287999784946442,1.0738524770736695
30,0.7155646889349994,1.1207604479789735,0.7185999810695648,1.1317136883735657
31,0.7209293936280643,1.1055788306628958,0.7197999823093414,1.126765193939209
32,0.7175176295112161,1.1207503844709958,0.7221999824047088,1.0818271815776825
33,0.7187764532425824,1.116896019963657,0.7355999815464019,1.044232394695282
34,0.7214705714057473,1.0972734908496633,0.7351999843120575,1.073061101436615
35,0.7246470417695887,1.0894289614172543,0.6613999903202057,1.3403454852104186
36,0.7270588038949406,1.0840953976967755,0.7322999846935272,1.0518262934684754
37,0.7259529231576358,1.0804998295447406,0.7349999797344208,1.0398761665821075
38,0.7264588051683762,1.0802610353862538,0.7408999836444855,1.0654330193996429
39,0.7268117478314569,1.0839797987657436,0.7321999824047088,1.0821690320968629
40,0.7289646883571849,1.0643235175749834,0.7303999865055084,1.0638970994949342
41,0.7307999826880063,1.0641113902540769,0.7370999801158905,1.0238447022438049
42,0.730552923819598,1.0624633491740507,0.7332999861240387,1.06185400724411
43,0.731835276519551,1.0519840191392338,0.7381999850273132,1.0437022817134858
44,0.7349764530798968,1.0447501056334552,0.7390999829769135,1.0346757638454438
45,0.7351176294158487,1.035442397033467,0.7368999862670899,1.026580789089203
46,0.7367411592427422,1.0374702690629398,0.7416999816894532,1.0292783665657044
47,0.7380705715628231,1.028927032246309,0.7389999794960022,1.0469558727741242
48,0.7407764517559725,1.0157906579971314,0.7467999804019928,1.0329150199890136
49,0.7420235114939072,1.0121206718332627,0.749899982213974,0.992403484582901
