epoch,acc,loss,val_acc,val_loss
0,0.17047657,4.283657833814621,0.29320312,3.174432225227356
1,0.397,2.7447235510349275,0.48273435,2.2043018078804018
2,0.4984141,2.1814120905399323,0.5440625,1.9161694896221162
3,0.55093753,1.9034123213291168,0.58,1.7370175290107728
4,0.5846797,1.739332776904106,0.6080469,1.6079816484451295
5,0.6076485,1.629339516878128,0.63078123,1.5204167342185975
6,0.62568754,1.5477364048957825,0.63703126,1.4756012761592865
0,0.16954689,4.283115493774414,0.31921875,3.048726704120636
1,0.39480472,2.761149899601936,0.46773437,2.248035340309143
2,0.49284378,2.2032692182064055,0.5499219,1.876467034816742
3,0.5471875,1.9215129754543305,0.57421875,1.7342569649219512
4,0.5817031,1.7535027202367783,0.6124219,1.5857384729385375
5,0.6035235,1.6424151611328126,0.61281246,1.5888060677051543
6,0.61919534,1.5625492215156556,0.6276562,1.4989703917503356
7,0.6347422,1.4972283588647843,0.6507812,1.4086795127391816
8,0.64543754,1.4485792377591133,0.639375,1.4512879192829131
9,0.65189844,1.409267911195755,0.6657031,1.348024026155472
10,0.6617813,1.3773957160115242,0.68179685,1.2591746163368225
11,0.6679297,1.348822018802166,0.6735156,1.2906243795156478
12,0.6738047,1.3174804713726043,0.66085935,1.3649257230758667
13,0.6776875,1.2958156011104585,0.68796873,1.2736096918582915
14,0.6828672,1.2772274520397187,0.69906247,1.2223189598321915
15,0.6883047,1.2542743869423867,0.701875,1.2129674130678176
16,0.6900157,1.2487055706977843,0.6969531,1.1948510372638703
17,0.6941407,1.2286807305812835,0.6971875,1.2338571453094482
18,0.6975625,1.2110877082943916,0.7042969,1.2111931359767913
19,0.6984297,1.2121594226956367,0.7113281,1.1524193078279494
20,0.72211725,1.1092187225818635,0.73562497,1.0443477994203567
21,0.7302891,1.0767102484703064,0.74359375,1.0093106853961944
22,0.72944534,1.0734474818110467,0.7427344,1.0278927618265152
23,0.7333516,1.070309460759163,0.7466406,0.989474180340767
24,0.73450786,1.0633109490275383,0.7475,1.0246994864940644
25,0.7333985,1.0666862612366677,0.7515625,0.992208731174469
26,0.7337188,1.0610349521636964,0.75210935,0.9972207123041152
27,0.7387344,1.0483899278640747,0.74312496,1.0042668622732163
28,0.73656255,1.0494172725081443,0.755,0.966048219203949
29,0.7362344,1.051942049741745,0.74726564,1.0182973730564118
30,0.7351329,1.0502678394913674,0.7507031,0.9849180889129638
31,0.7389688,1.0347416698932648,0.75460935,0.9919695365428924
32,0.73714066,1.0501377916932106,0.74726564,1.0198173666000365
33,0.74036723,1.0318426080346108,0.7485156,0.9921071213483811
34,0.73996097,1.0422279814481734,0.7533594,0.9726336014270782
35,0.73920316,1.0392522994875908,0.7544531,1.0002100819349289
36,0.74141407,1.0287419679164886,0.754375,0.9585013657808303
37,0.74013287,1.0411687416434288,0.75023437,1.0064674764871597
38,0.74110943,1.0334561093449592,0.75710934,0.9694638234376908
39,0.7408594,1.0346951256990433,0.76109374,0.9621737128496171
