epoch,acc,loss,lr,val_acc,val_loss
0,0.3058117640708737,3.2015489359462963,0.001,0.31374999940395354,3.3182918071746825
1,0.5555352938175201,1.8221067044314216,0.001,0.5256499978899956,1.991443817615509
2,0.6154999999789631,1.5509687053456025,0.001,0.5329499998688698,1.937425743341446
3,0.6441352933294633,1.429894925145542,0.001,0.6104000008106232,1.5618020379543305
4,0.6631647054588093,1.3500255211661845,0.001,0.6289999985694885,1.4979027533531188
5,0.6762470594574423,1.2939812925282648,0.001,0.6480000007152558,1.4217118978500367
6,0.6862058834468617,1.244145944819731,0.001,0.6704999989271164,1.3064684337377548
7,0.6959058822603786,1.2079696709268233,0.001,0.6915000015497208,1.2241138166189194
8,0.7012882347667918,1.1822832697980543,0.001,0.6988499993085862,1.1843035304546357
9,0.7077058830681969,1.1489107590563157,0.001,0.6954500013589859,1.2112483614683152
10,0.7135823531711802,1.1272609103427214,0.001,0.6967500001192093,1.1969235175848008
11,0.7188764715194702,1.1079690669564641,0.001,0.7036000007390976,1.156406691074371
12,0.7398588247860179,1.027044187643949,0.0005,0.7471500009298324,0.9942906630039215
13,0.7436647050520953,1.0142109068001015,0.0005,0.7386499989032745,1.0395629757642746
14,0.7461764714297127,0.9982471116150128,0.0005,0.742399999499321,1.0081793665885923
15,0.7478529409100028,0.9881353984860812,0.0005,0.7501499974727629,0.9775479805469512
16,0.7501235295043273,0.9838539970622344,0.0005,0.7434499990940094,0.9889714705944062
17,0.7577176462902743,0.9515226914602168,0.00025,0.7644499999284744,0.921027456521988
18,0.7616588229291579,0.9341229790098526,0.00025,0.7659499990940094,0.9241645193099975
19,0.7612352933603175,0.9350106105383704,0.00025,0.7614499986171722,0.9272464114427568
20,0.7642235288199256,0.9251404423573438,0.00025,0.7655999982357025,0.912493013739586
21,0.7679529395524193,0.9122897144626168,0.00025,0.7639000004529953,0.923788069486618
22,0.7724764687874738,0.8879326724304872,0.000125,0.7658000004291534,0.9225056087970732
23,0.7752764699038337,0.8807850563526154,0.000125,0.77344999730587,0.8868439131975174
24,0.775741176254609,0.8776279482420754,0.000125,0.77769999563694,0.8638560116291046
25,0.7777294115459218,0.8726787414270288,0.000125,0.7738499987125397,0.8699293404817581
26,0.7799411756852094,0.8606497713046916,0.000125,0.7803500020503997,0.8777495694160461
27,0.781723529030295,0.8498762838279499,0.000125,0.7747499984502793,0.8925485348701477
28,0.7830058820107404,0.8460102957837722,0.000125,0.7777499973773956,0.8685303300619125
29,0.7860764694213868,0.8281847270797281,0.000125,0.7786499953269959,0.8666047877073288
30,0.7910823526101954,0.8100794098307105,6.25e-05,0.7740000015497208,0.8963816374540329
31,0.7968470587449915,0.7939572548866272,6.25e-05,0.7740999990701676,0.8821593111753464
32,0.7909705873096691,0.8152366442540112,6.25e-05,0.7850000005960465,0.8404498207569122
33,0.7923999987630284,0.8119626295566559,6.25e-05,0.7796999967098236,0.8561336934566498
34,0.7959705875200384,0.7981081727673026,6.25e-05,0.784549998641014,0.8453302323818207
35,0.7972529419730692,0.7868408732554492,3.125e-05,0.7839499992132187,0.8609401571750641
36,0.8014176468288198,0.7802260910062229,3.125e-05,0.7807999962568283,0.8642721629142761
37,0.7912235291565166,0.8172587201875798,3.125e-05,0.7856499993801117,0.8399624329805374
38,0.7934176464641796,0.8052719994152293,3.125e-05,0.7798999983072281,0.8713043892383575
39,0.7928882342927596,0.8074613351681653,3.125e-05,0.7743500000238419,0.8824433672428131
40,0.7954529420067282,0.7984329090398901,3.125e-05,0.7843999969959259,0.8409076976776123
41,0.7985058828662424,0.7858539385304731,1.5625e-05,0.7871499985456467,0.8366361314058304
42,0.792399999814875,0.8089558475859024,1.5625e-05,0.7834499973058701,0.8405763185024262
43,0.7941411757469177,0.8064424479007721,1.5625e-05,0.7846499979496002,0.8580562108755112
44,0.7936705877500422,0.8045325315699858,1.5625e-05,0.7835499984025955,0.8569160151481628
45,0.7956058810738956,0.7999375422211255,1.5625e-05,0.7870999991893768,0.8357946568727493
46,0.7975000000701231,0.7886556245649562,7.8125e-06,0.7835999989509582,0.8496962738037109
47,0.8001117636175716,0.7781644758406807,7.8125e-06,0.7770999997854233,0.879424906373024
48,0.8008764710145838,0.7731942534797331,7.8125e-06,0.7805500006675721,0.8548459416627884
49,0.8041941172235152,0.7553850194987128,7.8125e-06,0.7899999964237213,0.825775358080864
