epoch,acc,loss,lr,val_acc,val_loss
0,0.07734705881708685,4.768931497966542,0.001,0.27354999735951424,3.3577442455291746
1,0.2622705873233431,3.320016201243681,0.001,0.4189500004053116,2.549510006904602
2,0.3438411765940049,2.8788748527975643,0.001,0.4702499985694885,2.2761851525306698
3,0.3847647059665007,2.671440907646628,0.001,0.5061999976634979,2.1081092822551732
4,0.4132117644478293,2.5332726355159982,0.001,0.5268999975919724,2.025565539598465
5,0.4282411763247322,2.4517449606166166,0.001,0.538250000178814,1.9720131146907809
6,0.4417470585949281,2.395127587739159,0.001,0.55125,1.909646553993225
7,0.4516588227538502,2.33368398918825,0.001,0.5623499998450279,1.862966960668564
8,0.4618647056467393,2.2903642300998457,0.001,0.5690999943017959,1.8157637131214144
9,0.4678882350991754,2.269892793823691,0.001,0.5725999993085861,1.7885502219200131
10,0.4748764698996264,2.233865679993349,0.001,0.5802999958395958,1.7773348474502564
11,0.4802058815956116,2.212811374944799,0.001,0.5757999974489212,1.7969835829734802
12,0.4831176466100356,2.192556972363416,0.001,0.5784000018239022,1.786250760555267
13,0.4853294117661083,2.177764633403105,0.001,0.5877000033855438,1.7059414660930634
14,0.4891941165573457,2.1723263186566966,0.001,0.5855499976873397,1.7414852130413054
15,0.4971235282982097,2.132642520175261,0.001,0.5891499999165535,1.7242549252510069
16,0.4985999989860198,2.130141690057867,0.001,0.5843000030517578,1.736740711927414
17,0.5172529405004838,2.0440589406911065,0.0005,0.6135000026226044,1.6115096628665924
18,0.5242823517673156,2.0120927186573248,0.0005,0.6185999995470047,1.5935875236988069
19,0.5268117629429874,1.9984712757783776,0.0005,0.6130000007152557,1.6142750930786134
20,0.5311823527602588,1.9765450052654039,0.0005,0.6232999968528747,1.5763312101364135
21,0.5337411756725873,1.969014070595012,0.0005,0.621399998664856,1.5794159770011902
22,0.5435647051474627,1.9249925513828503,0.00025,0.6297499996423721,1.5452422189712525
23,0.5473823525625117,1.9069724994547224,0.00025,0.6283499985933304,1.538660534620285
24,0.5503352941835628,1.8885887005749868,0.00025,0.6297000002861023,1.5285461616516114
25,0.5530529412451912,1.8816215637150933,0.00025,0.6352499997615815,1.5287369561195374
26,0.5535000002734801,1.8784668529734887,0.00025,0.6390000015497208,1.497966138124466
27,0.557394117046805,1.8601000292160927,0.00025,0.6404500019550323,1.514396390914917
28,0.5591411763079026,1.8448392594561855,0.00025,0.6381999987363816,1.494621928930283
29,0.5592941182501175,1.8494906644260185,0.00025,0.6421500015258789,1.4888964450359343
30,0.5626823524867787,1.832444779452156,0.00025,0.6392500001192093,1.4819310450553893
31,0.5665470589960323,1.8163358155418845,0.000125,0.6427499979734421,1.480910769701004
32,0.569729412408436,1.8051413902114417,0.000125,0.6391499984264374,1.4690418267250058
33,0.570570588778047,1.7955125030349284,0.000125,0.648249997496605,1.4580679106712342
34,0.5698117647802129,1.7998744510201847,0.000125,0.6443999975919723,1.4676434242725371
35,0.5751176477179808,1.7732364347401788,0.000125,0.6503999984264374,1.448405213356018
36,0.5745941174030303,1.7725489303644966,0.000125,0.6441999983787536,1.4748966073989869
37,0.5758941170047311,1.7762980806126314,6.25e-05,0.6538499987125397,1.4323889827728271
38,0.5771000008723315,1.766750151830561,6.25e-05,0.6493000018596651,1.4486857998371123
39,0.5781823537279578,1.7677026661704567,6.25e-05,0.6497999995946884,1.4406889522075652
40,0.5796647067981607,1.7585964842403636,6.25e-05,0.6469999986886978,1.4529169893264768
41,0.5778823514896281,1.7617634304832008,6.25e-05,0.6482499998807907,1.4330082178115844
42,0.5795941187704311,1.762315224198734,3.125e-05,0.6559999996423721,1.4290728831291202
43,0.5798352941344767,1.7565761351585387,3.125e-05,0.6547999989986419,1.4196366560459135
44,0.5810941185670739,1.7526458238152898,3.125e-05,0.6507499986886978,1.453319146633148
45,0.5822764712572098,1.7456403091374566,3.125e-05,0.6544499969482422,1.4204941177368164
46,0.580958824227838,1.7542604841905485,3.125e-05,0.6522499978542328,1.4374666273593903
47,0.5823647057308871,1.7363524690796348,1.5625e-05,0.6520499986410141,1.4255434703826904
48,0.582952941235374,1.7303226466739878,1.5625e-05,0.6515499991178513,1.4416082394123078
49,0.584182353054776,1.7340300576827106,1.5625e-05,0.6489000016450882,1.414555276632309
50,0.5423235292294446,1.927888008145725,0.001,0.6146500009298325,1.6045993983745575
