epoch,acc,loss,lr,val_acc,val_loss
0,0.19707058791619014,3.8926279362510234,0.001,0.39464999914169313,2.6246517872810364
1,0.38481764667174395,2.6674703084721285,0.001,0.47899999797344206,2.180906423330307
2,0.45224705853882957,2.3316438824990215,0.001,0.5444499957561493,1.8988195979595184
3,0.4867705875635147,2.1676257998803083,0.001,0.5657499977946281,1.8030108273029328
4,0.5103764687566196,2.0526569379077237,0.001,0.580799999833107,1.7435668814182281
5,0.5287294102065704,1.9621039711727815,0.001,0.605799999833107,1.6371659600734711
6,0.5424764703652438,1.8948401807336246,0.001,0.6215500009059906,1.5490899395942688
7,0.5567058813922545,1.843356817329631,0.001,0.6229499965906143,1.5613369166851043
8,0.5638058824398938,1.8054562342868132,0.001,0.63075000166893,1.5016091799736022
9,0.5723176475482828,1.7762476242289824,0.001,0.6418999987840652,1.4643420255184174
10,0.5813352949479047,1.7327951133952422,0.001,0.644750002026558,1.4486927318572997
11,0.5872176466969883,1.7012546737053815,0.001,0.6613999992609024,1.3741291463375092
12,0.5925529413714128,1.68549581934424,0.001,0.6534000009298324,1.3968166983127595
13,0.5971411772335277,1.6563026961158305,0.001,0.6670500004291534,1.3628887557983398
14,0.6045823525681215,1.6342830231610466,0.001,0.6685500001907348,1.3529570245742797
15,0.6068647069089553,1.620243137443767,0.001,0.6574500012397766,1.371310032606125
16,0.6074235307469088,1.6176460515751558,0.001,0.6700000023841858,1.3228966104984283
17,0.6271647059216219,1.5386098028631772,0.0005,0.6938000005483628,1.2598327481746674
18,0.6305941173609565,1.5188306490112753,0.0005,0.6966000020503997,1.212870956659317
19,0.6357941176610834,1.4948540095721974,0.0005,0.692849999666214,1.2308393543958664
20,0.6373470595303704,1.497585045449874,0.0005,0.6990499991178513,1.2006992518901825
21,0.6398941169766819,1.4805744099617004,0.0005,0.7040499991178513,1.198691173195839
22,0.6436058818592745,1.4637427862952737,0.0005,0.7012999987602234,1.2001835525035858
23,0.6436058824903825,1.4643128389470716,0.0005,0.7014499992132187,1.2036836498975754
24,0.6510294113439672,1.4364089695145101,0.00025,0.710900001525879,1.1670170271396636
25,0.6538529410782983,1.418065326424206,0.00025,0.7090999990701675,1.1788045769929887
26,0.6569294120984919,1.4013048595540665,0.00025,0.7145999997854233,1.1414262020587922
27,0.6610529407332926,1.3935826809266034,0.00025,0.7125499999523163,1.1373215436935424
28,0.6597764703806709,1.3896263695464415,0.00025,0.7168500000238418,1.1343726283311844
29,0.6610176468596739,1.3838096487522125,0.00025,0.7171000021696091,1.1307987827062607
30,0.6643588230189155,1.3710935325482312,0.00025,0.7215499979257584,1.1180648219585418
31,0.6681000000589035,1.3578342115177828,0.00025,0.7097999995946884,1.1583572214841842
32,0.6703529411203721,1.3554094916231492,0.000125,0.7192500042915344,1.1210994565486907
33,0.6717941183903638,1.33597427277004,0.000125,0.7189500010013581,1.1250057423114777
34,0.6731588224803701,1.3303518521084505,0.000125,0.7227500015497208,1.122951174378395
35,0.6755941173609565,1.3247395244065454,0.000125,0.726700000166893,1.0932290649414063
36,0.6735823516985949,1.3300618882039015,0.000125,0.7210500001907348,1.1154531466960906
37,0.6735764704031103,1.3322472160002765,0.000125,0.7234999996423721,1.10102872133255
38,0.6734294106679805,1.3271552344630746,6.25e-05,0.7341000014543533,1.0813377207517625
39,0.6792058821986703,1.3098283527177923,6.25e-05,0.7232500028610229,1.1073319256305694
40,0.6757647061347961,1.3205467142778284,6.25e-05,0.7259500032663345,1.1091238206624985
41,0.6783705876154058,1.311572609648985,6.25e-05,0.7267500007152558,1.1056167954206466
42,0.680305883323445,1.300298088087755,6.25e-05,0.7250500005483628,1.1134035766124726
43,0.6813235284300412,1.2991912949085236,3.125e-05,0.7262999993562699,1.0807134479284286
44,0.6774999995091382,1.3236754221074722,3.125e-05,0.7266500014066696,1.0877418959140777
45,0.6787176466689391,1.3119540818298565,3.125e-05,0.7256500005722046,1.0856347274780274
46,0.6800411758703344,1.3015417041498072,3.125e-05,0.7313000011444092,1.0814076572656632
47,0.6830705874807694,1.2944881794031928,3.125e-05,0.7329000025987625,1.0808132374286652
48,0.6821941180088941,1.2903048470441032,1.5625e-05,0.7255000001192093,1.1027842181921006
49,0.6814235298773822,1.2926901788571301,1.5625e-05,0.7276000034809113,1.0951856142282486
